PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
1173,"Olival da Anta Dolmen","Anta do Olival da Anta","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta do Olival da Anta, situada em Mosteiros, concelho de Arronches, é um monumento megalítico do tipo dólmen, datado do Neolítico. Este sítio arqueológico é composto por uma câmara poligonal com vestígios de um corredor de acesso, características distintivas dos sepulcros coletivos pré-históricos. Apesar de alguns danos ao longo do tempo, a anta conserva a sua monumentalidade e permite compreender as práticas funerárias e a organização social das comunidades que a construíram há milhares de anos. É um ponto de interesse para o estudo do megalitismo alentejano.","","PT021202020001",39.0964,-7.2604,"Batch (enrichment): Portalegre"
1174,"Monforte Bridge","Ponte de Monforte","monument","Ponte","Desconhecido","Séc. XVI (fund. românicas)","A Ponte de Monforte, localizada no concelho de Monforte, é uma construção que remonta à Idade Média, embora possa ter tido fundações romanas. Atravessando a Ribeira Grande, foi um ponto estratégico para as comunicações e comércio na região. A ponte é caracterizada pelos seus arcos de volta perfeita, construídos com alvenaria de granito, e pela sua robustez que lhe permitiu resistir à passagem do tempo e às intempéries. É um elemento marcante na paisagem de Monforte e um exemplo da arquitetura civil medieval alentejana.","","PT021208030001",39.056,-7.429,"Batch (enrichment): Portalegre"
1175,"Aldeia da Mata Dolmen","Anta da Aldeia da Mata","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta da Aldeia da Mata, situada no concelho do Crato, é um dos muitos monumentos megalíticos que pontuam a paisagem alentejana. Datada do Neolítico, esta anta consiste numa câmara funerária de grandes dimensões, originalmente coberta por um mamoa (montículo de terra e pedras). O seu estado de conservação permite ainda observar a imponência das lajes de granito que compõem a estrutura, evidenciando as habilidades construtivas das comunidades pré-históricas. É um local de profundo significado cultural e arqueológico.","","PT021205010001",39.3809,-7.8698,"Batch (enrichment): Portalegre"
1176,"Ladeira Bridge (Castelo de Vide)","Ponte da Ladeira (Castelo de Vide)","monument","Ponte","Desconhecido","Séc. XV","A Ponte da Ladeira, localizada em Castelo de Vide, é uma ponte de origem medieval que atravessa a Ribeira de Vide. A sua construção remonta ao século XV, sendo um exemplo da engenharia civil da época. A ponte, em alvenaria de pedra e com arcos de volta perfeita, era essencial para as rotas de comunicação e comércio da vila, conhecida pelas suas águas medicinais e pelo seu património judaico. A sua solidez permitiu que se mantivesse em uso ao longo dos séculos, integrando-se harmoniosamente na paisagem serrana do Parque Natural da Serra de São Mamede.","","PT021204010003",39.4215,-7.469,"Batch (enrichment): Portalegre"
1177,"Tapadão Dolmen","Anta do Tapadão","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta do Tapadão, localizada na freguesia de Flor da Rosa, concelho do Crato, é um relevante monumento megalítico datado do Neolítico. Esta anta é composta por uma câmara de grandes dimensões, formada por esteios verticais de granito, e vestígios de um corredor. É um exemplo claro dos dólmenes de corredor do Alto Alentejo, que serviam como sepulcros coletivos. A sua presença na paisagem rural é um testemunho da ocupação humana e das crenças das sociedades pré-históricas nesta região, oferecendo valiosos dados arqueológicos.","","PT021205030002",39.278,-7.925,"Batch (enrichment): Portalegre"
1178,"Portalegre City Aqueduct","Aqueduto da Cidade de Portalegre","monument","Aqueduto","Desconhecido","Séc. XVII - Séc. XVIII","O Aqueduto da Cidade de Portalegre é uma obra de engenharia hidráulica construída entre os séculos XVII e XVIII para abastecer a cidade. Com o crescimento de Portalegre e a necessidade de água potável, foi projetado um sistema complexo que capta água de nascentes próximas e a conduz até à malha urbana. Embora não tão monumental como o da Amoreira, o aqueduto de Portalegre é uma estrutura essencial para a história e desenvolvimento da cidade, com troços visíveis em diversas partes do concelho. Representa um importante legado do planeamento urbano e da gestão de recursos hídricos da época.","","PT021211050012",39.3,-7.42,"Batch (enrichment): Portalegre"
1179,"Granja Dolmen","Anta da Granja","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta da Granja, localizada em Monforte, é mais um exemplar dos monumentos megalíticos que caraterizam o Alentejo. Este dólmen, datado do Neolítico, consiste numa câmara funerária de grandes proporções, com os seus esteios de granito ainda bem visíveis. Embora a mamoa que a cobria esteja bastante desfigurada, a estrutura interna da anta permite vislumbrar a grandiosidade da sua conceção e a sua função como local de enterramento coletivo. É um sítio arqueológico de valor para a compreensão das culturas pré-históricas da região.","","PT021208030002",39.0543,-7.4428,"Batch (enrichment): Portalegre"
1180,"Old Avis Bridge","Ponte Velha de Avis","monument","Ponte","Desconhecido","Séc. XIV","A Ponte Velha de Avis é uma ponte medieval que atravessa a Ribeira de Avis, nas proximidades da vila de Avis. A sua construção remonta ao século XIV e foi um elemento crucial para o acesso à vila, que era um importante centro da Ordem de Avis. A ponte, construída em alvenaria de pedra, possui arcos robustos que resistiram ao tempo e às cheias da ribeira. A sua arquitetura simples e funcional é típica das construções medievais, servindo como uma ligação vital para as comunidades locais durante séculos.","","PT021203010005",39.057,-7.893,"Batch (enrichment): Portalegre"
1181,"Horta da Palha Roman City Ruins","Ruínas da Cidade Romana da Horta da Palha","archaeology","Ruínas Romanas","Desconhecido","Séc. I a.C. - Séc. IV d.C.","As Ruínas da Cidade Romana da Horta da Palha, localizadas no concelho de Avis, correspondem aos vestígios de uma antiga povoação romana. Embora menos conhecida que Ammaia, este sítio arqueológico oferece importantes dados sobre a ocupação romana no interior do Alentejo. As escavações revelaram estruturas habitacionais e outros indícios de atividade urbana, sugerindo a existência de um assentamento agrícola ou de apoio a uma via romana. A sua importância reside na contribuição para o mapa da romanização da região, permitindo inferir a densidade e distribuição dos povoados romanos.","","PT021203030003",39.1026,-7.818,"Batch (enrichment): Portalegre"
1182,"Ribeira de Nisa Hillfort","Castro da Ribeira de Nisa","archaeology","Castro","Desconhecido","Idade do Ferro","O Castro da Ribeira de Nisa, no concelho de Nisa, é um povoado fortificado da Idade do Ferro, testemunho das comunidades pré-romanas que habitavam o território. Situado em posição estratégica, o castro controlava as vias naturais e recursos hídricos da região. As investigações arqueológicas revelaram vestígios de estruturas habitacionais, muralhas defensivas e materiais cerâmicos que caracterizam a cultura castreja. Este sítio é fundamental para o estudo da proto-história do Alto Alentejo, ilustrando a organização social e económica destas populações.","","PT021210060002",39.467,-7.674,"Batch (enrichment): Portalegre"
1183,"Venda de Vilar Dolmen","Anta da Venda de Vilar","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta da Venda de Vilar, localizada na freguesia de Cabeço de Vide, concelho de Fronteira, é um importante dólmen do período Neolítico. Este monumento megalítico, embora em estado de conservação variável, ainda permite observar a sua imponente câmara e os vestígios do corredor de acesso. É um exemplar representativo dos sepulcros coletivos utilizados pelas comunidades pré-históricas para rituais funerários. A sua presença na paisagem rural do Alentejo sublinha a riqueza arqueológica da região e a longa história de ocupação humana.","","PT021206030001",39.0305,-7.6705,"Batch (enrichment): Portalegre"
1184,"Caia Bridge","Ponte do Caia","monument","Ponte","Desconhecido","Séc. XIV-XV","A Ponte do Caia, situada no concelho de Campo Maior, atravessa o rio Caia, que marca parte da fronteira entre Portugal e Espanha. Embora a sua origem seja medieval (séculos XIV-XV), construída provavelmente sobre fundações romanas, a ponte sofreu diversas intervenções ao longo dos séculos. Foi um ponto estratégico de passagem e defesa, testemunhando a importância das ligações transfronteiriças. A sua arquitetura robusta, com vários arcos de pedra, é um símbolo da história militar e comercial da região raiana.","","PT021203010002",39.0298,-7.0094,"Batch (enrichment): Portalegre"
1185,"Pata do Cavalo Dolmen","Dólmen da Pata do Cavalo","archaeology","Dólmen","Desconhecido","Neolítico","O Dólmen da Pata do Cavalo, localizado no concelho de Portalegre, é um monumento megalítico que remonta ao período Neolítico. Este dólmen é composto por uma câmara poligonal e um corredor de acesso, características típicas dos sepulcros coletivos pré-históricos. Embora alguns dos esteios originais estejam caídos ou desaparecidos, a estrutura principal ainda é reconhecível e oferece uma visão da arquitetura funerária das comunidades que habitavam o Alto Alentejo há milhares de anos. É um sítio arqueológico de interesse para a compreensão das culturas megalíticas.","","PT021211050001",39.263,-7.439,"Batch (enrichment): Portalegre"
1186,"Portalegre Castle","Castelo de Portalegre","viewpoint","Castelo","Desconhecido","Séc. XIII","O Castelo de Portalegre, construído sobre um esporão rochoso, oferece vistas panorâmicas deslumbrantes sobre a cidade e a paisagem alentejana circundante. Embora grande parte da sua estrutura original tenha sido incorporada na malha urbana, a torre de menagem e as muralhas remanescentes permitem uma perspetiva única da região. É um local histórico com um miradouro natural.","","PT041214150001",39.2908,-7.6169,"Batch (enrichment): Portalegre"
1187,"Jardim da Alegria","Jardim da Alegria","park","Jardim Público","Desconhecido","Séc. XIX","Situado no coração de Portalegre, o Jardim da Alegria é um espaço verde público que convida ao lazer e ao repouso. Com árvores frondosas, canteiros floridos e bancos, é um refúgio tranquilo para a população local e visitantes. A sua conceção paisagística proporciona um ambiente agradável para passeios e momentos de serenidade.","",,39.2902,-7.6152,"Batch (enrichment): Portalegre"
1188,"Viewpoint of Penha","Miradouro da Penha","viewpoint","Miradouro","Desconhecido","N/A","O Miradouro da Penha, localizado em Portalegre, oferece uma vista espetacular sobre a cidade e as vastas planícies do Alentejo. É um local privilegiado para observar o pôr do sol e contemplar a paisagem natural e urbana. A sua elevação proporciona uma perspetiva abrangente da região.","",,39.2942,-7.6166,"Batch (enrichment): Portalegre"
1189,"Convent of São Bernardo","Convento de São Bernardo","park","Convento","Diogo de Arruda (atribuído)","1518","O Convento de São Bernardo, em Portalegre, é um imponente complexo monástico feminino do século XVI. Os seus claustros e jardins interiores, embora nem sempre abertos ao público em geral, representam um espaço de grande beleza arquitetónica e serenidade, onde a história e a natureza se entrelaçam. A sua vasta área é um exemplo da arquitetura conventual da época.","","PT041214150004",39.2965,-7.612,"Batch (enrichment): Portalegre"
1190,"Anta da Laje dos Mouros","Anta da Laje dos Mouros","trail","Anta","Desconhecido","C. 4000-2500 a.C.","A Anta da Laje dos Mouros, localizada no concelho do Crato, é um impressionante monumento megalítico que se insere numa paisagem rural e florestal. A sua visita é frequentemente parte de um trilho arqueológico que permite explorar a riqueza pré-histórica da região, oferecendo um percurso que atravessa a natureza enquanto se descobre este legado ancestral.","","PT041207030006",39.2608,-7.7126,"Batch (enrichment): Portalegre"
